text,department
"Patient with chief complaint of dehydration nausea rash, assessed for nausea",GENERAL MEDICINE
"I have persistent head pain Furthermore, i have vertigo-like dizziness On top of that, i have convulsions Also, i have numbness in my extremities Plus, i have tingling sensations I also experience i have progressive muscle weakness Furthermore, my hands are shaking On top of that, i have memory problems Furthermore, i have mental confusion I also experience i feel unsteady I also experience i cannot walk properly On top of that, i have difficulty with speech Also, my facial muscles feel weak I also experience i was unconscious for a period I also experience i experience shooting nerve pain I also experience my muscles are tight and stiff Additionally, i have trouble with fine motor tasks Also, i have insomnia",NEUROLOGY
"I feel lightheaded I also experience i have an upset stomach with nausea On top of that, my chest hurts On top of that, i cannot breathe properly On top of that, my heart is beating fast Furthermore, my pulse rate is inconsistent I also experience my blood pressure is elevated Additionally, i feel like I am going to pass out Plus, my heart rate is elevated Additionally, i have a slow pulse rate Furthermore, i feel utterly exhausted On top of that, my legs feel heavy and swollen On top of that, my chest feels constricted Also, i have swollen ankles On top of that, i sweat a lot I also experience i have upper back pain",CARDIOLOGY
"I have lower back pain On top of that, i have numbness in my extremities I also experience i cannot walk properly I also experience my joints hurt Also, my neck is very painful Additionally, my knee hurts Furthermore, i have shoulder pain I also experience i feel pain in my hip On top of that, i have persistent bone pain Additionally, i have muscle cramps and pain I also experience my joints feel puffy and inflamed Furthermore, i feel stiff in my joints Also, my movement is limited I also experience i have a stress fracture On top of that, my muscle strength is declining Additionally, i have persistent tingling Additionally, my heel hurts when I walk Plus, i got injured while playing sports",ORTHOPEDICS
"Patient with chief complaint of etoh hypoglycemia, assessed for unspecified viral hepatitis c without hepatic coma",NEUROLOGY
"I have upper back pain Additionally, i have numbness in my extremities Plus, i cannot walk properly I also experience i have joint pain Furthermore, i have neck pain Plus, i have difficulty with my knee Plus, my shoulder is very sore Also, my hip hurts I also experience i feel deep bone pain Also, i have muscle pain On top of that, i have inflamed swollen joints Furthermore, my joints feel rigid On top of that, my movement is limited On top of that, my bone is broken Furthermore, my muscle strength is declining Furthermore, i experience unusual tingling Additionally, my heel hurts when I walk Also, i got injured while playing sports",ORTHOPEDICS
"I have upper back pain Plus, i have numbness Furthermore, i cannot walk properly Additionally, i have joint pain Plus, i have neck pain Also, my knee is swollen and painful Furthermore, i have shoulder pain Also, my hip hurts Additionally, my bones ache Additionally, my muscles are painful Furthermore, i have joint swelling Additionally, i have joint stiffness I also experience i have difficulty moving On top of that, i fractured a bone I also experience i experience muscle fatigue and weakness On top of that, i have persistent tingling Furthermore, i have heel pain I also experience i got injured while playing sports",ORTHOPEDICS
Patient presents with right ear pain drainage,CARDIOLOGY
"Emergency presentation: depression anxiety, vitals show heart rate 112 bpm",PSYCHIATRY
Patient presents with abnormal labs,GENERAL MEDICINE
"Emergency presentation: infection, vitals show heart rate 118 bpm",ONCOLOGY
"Patient with chief complaint of seizure, assessed for hypercholesterolemia",ENDOCRINOLOGY
I am experiencing right sided abdominal pain,GASTROENTEROLOGY
"Patient with chief complaint of chest pain transfer, assessed for unspecified atrial fibrillation",CARDIOLOGY
"I have lower back pain On top of that, i feel numbness in my body Plus, i have trouble walking Plus, i feel pain in my joints I also experience i feel pain in my neck Furthermore, i have difficulty with my knee Plus, i have shoulder pain I also experience my hip hurts Plus, i feel deep bone pain Furthermore, my muscles are painful On top of that, i have swollen joints Also, i have trouble moving my joints Furthermore, my movement is limited Furthermore, i fractured a bone Plus, my muscle strength is declining Furthermore, i feel tingling throughout my body Furthermore, my heel feels painful On top of that, i injured myself during exercise",ORTHOPEDICS
"Patient with chief complaint of suicidal ideation, assessed for suicidal ideation",PSYCHIATRY
"I have a high temperature Additionally, i keep coughing Furthermore, i feel exhausted On top of that, i feel drained and weak Plus, i have a throbbing headache I also experience i am experiencing dizziness I also experience my body is sore Furthermore, my abdomen hurts I also experience i feel like I might throw up Plus, i have been throwing up",GENERAL MEDICINE
"Patient with chief complaint of suprapubic pain, assessed for misc gastroent and urology devices assoc w incdt nec",GASTROENTEROLOGY
"my child has a high temperature Additionally, my child has a cough Plus, my child has cold symptoms On top of that, my infant has throat pain I also experience my infant has breathing problems Also, my baby is vomiting Additionally, my child is crying from stomach pain Also, my baby's skin is irritated On top of that, my infant had a fit Furthermore, my baby is not feeding well On top of that, my baby cries excessively Also, my infant appears weak and floppy Plus, my baby has lost appetite Plus, my child is not gaining weight properly On top of that, my infant has growth issues Plus, my child is not meeting milestones Additionally, my baby has ear pain Also, my baby's skin is turning yellow Plus, my baby has dry mouth and no tears Furthermore, my child has a wheezing sound when breathing",PEDIATRICS
"Patient with chief complaint of b leg swelling, assessed for hypothyroidism unspecified",ENDOCRINOLOGY
"Patient with chief complaint of left arm pain left arm swelling, assessed for cellulitis of left lower limb",DERMATOLOGY
"my baby feels very hot Additionally, my baby is coughing I also experience my baby is sneezing and has a runny nose On top of that, my child is complaining of throat pain Also, my baby has breathing difficulty Also, my baby cannot keep milk down Also, my infant has abdominal pain On top of that, my baby's skin is irritated Additionally, my baby had a seizure I also experience my baby has poor appetite Furthermore, my child cries all the time On top of that, my infant appears weak and floppy Also, my baby refuses to eat Also, my infant is too small Additionally, my infant has growth issues Furthermore, my baby has developmental delays Furthermore, my infant cries from ear pain Furthermore, my baby has yellow skin Furthermore, my baby is dehydrated Additionally, my infant has wheezing",PEDIATRICS
"Emergency presentation: l knee pain, vitals show severe pain score 10 out of 10",NEPHROLOGY
"I feel unsteady and dizzy Plus, i feel nauseous On top of that, i have intermittent chest pain Also, i cannot breathe properly On top of that, my heart is beating fast Also, my heartbeat is irregular Also, i have hypertension Plus, i fainted recently Additionally, my heart rate is elevated I also experience i have a slow heartbeat On top of that, i have extreme fatigue On top of that, my legs feel heavy and swollen Plus, i feel chest tightness Additionally, my ankles are swollen Also, i am drenched in sweat On top of that, my back hurts",CARDIOLOGY
"Widespread joint pain, butterfly facial rash, autoimmune fatigue, and joint warmth.",RHEUMATOLOGY
Patient presents with dyspnea transfer,PULMONOLOGY
I am experiencing hematemesis,GASTROENTEROLOGY
"Emergency presentation: psychiatric hold, vitals show heart rate 108 bpm, severe pain score 9 out of 10",PSYCHIATRY
"I have back pain Plus, i have numbness in my extremities Additionally, i struggle to walk Additionally, i have joint pain Also, my neck is very painful Also, my knee hurts I also experience i have a frozen shoulder Also, i have hip pain I also experience i have bone pain Plus, i feel muscle soreness Furthermore, i have swollen joints On top of that, i have trouble moving my joints Also, i have limited range of motion Also, i have a bone fracture I also experience i experience muscle fatigue and weakness Furthermore, i feel tingling throughout my body On top of that, i have plantar fasciitis-like heel pain On top of that, i have a sports injury",ORTHOPEDICS
"I have PCOS Plus, my periods are not regular Furthermore, i am having pregnancy complications On top of that, i have problems during menstruation On top of that, i have mild menstrual cramps I also experience i have menorrhagia Furthermore, i have scanty periods Additionally, i have a delayed period Furthermore, i have a missed period Additionally, i have persistent vaginal itching Additionally, i experience vaginal dryness On top of that, i have persistent acne from hormonal imbalance Additionally, i feel pain in my lower abdomen",GYNECOLOGY & OBSTETRICS
"Patient with chief complaint of left arm numbness left arm swelling, assessed for end stage renal disease",NEPHROLOGY
"I have vertigo-like dizziness Additionally, i have nausea Additionally, i have intermittent chest pain On top of that, i cannot breathe properly Also, my heart skips beats On top of that, i feel pulse irregularity Plus, my blood pressure is elevated I also experience i feel like I am going to pass out Plus, i have a rapid pulse Also, i have bradycardia Additionally, i am incredibly tired Plus, my legs feel heavy and swollen Furthermore, my chest feels tight Plus, i have ankle edema Additionally, i sweat a lot On top of that, i have lower back pain",CARDIOLOGY
"the room feels like it is spinning Also, i have an upset stomach with nausea I also experience i have chest pain Also, i have trouble catching my breath On top of that, i have irregular heartbeats I also experience i have an uneven heartbeat Additionally, i have been diagnosed with high blood pressure On top of that, i feel like I am going to pass out Additionally, my heart rate is elevated Plus, i have a slow heartbeat Furthermore, i have debilitating fatigue Furthermore, i have swelling in my legs On top of that, my chest feels tight Also, i have swollen ankles Also, i have excessive sweating I also experience my back hurts",CARDIOLOGY
"Emergency presentation: suicidal ideation, vitals show heart rate 102 bpm",PSYCHIATRY
Patient presents with dislodged abdominal tube,CARDIOLOGY
"Emergency presentation: abdominal pain right sided abdominal pain, vitals show severe pain score 10 out of 10",GASTROENTEROLOGY
"I have PCOS Also, my periods are not regular Plus, i have problems with my pregnancy On top of that, i have issues with my periods Also, i have mild menstrual cramps Additionally, my periods are very heavy Also, my periods are barely there Plus, my period has been delayed Furthermore, i have a missed period Additionally, i have vaginal itching I also experience i experience vaginal dryness Additionally, my acne is hormone-related Furthermore, i feel pain in my lower abdomen",GYNECOLOGY & OBSTETRICS
"Patient with chief complaint of seizure, assessed for grand mal status",NEUROLOGY
I am experiencing dyspnea foot swelling,CARDIOLOGY
"I have a fever Plus, i have a dry cough Also, i have fatigue Plus, i feel drained and weak On top of that, i have persistent head pain Additionally, i feel lightheaded Plus, my whole body aches Plus, i have lower abdominal pain Additionally, i feel like I might throw up Additionally, i cannot keep food down",GENERAL MEDICINE
"Patient with chief complaint of suprapubic pain, assessed for oth complication of genitourinary prosth dev grft init",UROLOGY
"I have a severe headache Furthermore, i am experiencing dizziness Additionally, i had a seizure episode Additionally, i feel tingling and numb Also, i have tingling sensations On top of that, my muscles feel weak On top of that, my body shakes involuntarily Additionally, i have memory problems Furthermore, i feel muddled and confused Furthermore, i have balance problems I also experience i walk with difficulty Additionally, i have speech problems Also, one side of my face feels weak Furthermore, i fainted and lost consciousness On top of that, i have neuropathic pain Plus, i have muscle stiffness On top of that, i am clumsy Furthermore, i have sleep problems",NEUROLOGY
"Patient with chief complaint of transfer pe, assessed for saddle embolus of pulmonary artery without acute cor pulmonale",PULMONOLOGY
"I am experiencing dizziness Furthermore, i have an upset stomach with nausea On top of that, i have chest pain I also experience i have difficulty breathing On top of that, i feel my heart pounding On top of that, i feel pulse irregularity Also, my blood pressure is elevated On top of that, i have episodes of fainting Also, i have a rapid pulse I also experience i have a slow pulse rate On top of that, i have extreme fatigue Furthermore, i have leg edema Plus, my chest feels constricted Also, i have swollen ankles Furthermore, i have night sweats I also experience my back hurts",CARDIOLOGY
"Patient with chief complaint of r rib pain, assessed for traum pneumothorax close",PULMONOLOGY
I am experiencing palpitations,CARDIOLOGY
"Patient with chief complaint of epigastric pain, assessed for long term current use of insulin",GENERAL MEDICINE
"Patient with chief complaint of altered mental status, assessed for sepsis",ORTHOPEDICS
"I have PCOS Additionally, i have irregular periods Plus, i have problems with my pregnancy I also experience i have menstrual problems Furthermore, my period pain is mild Furthermore, my periods are very heavy I also experience i have scanty periods Additionally, my menstruation is overdue On top of that, i have a missed period I also experience i have vaginal itching Also, my vaginal area lacks moisture I also experience i get acne due to hormones Plus, i have lower abdominal pain",GYNECOLOGY & OBSTETRICS
Patient presents with foot laceration,ENDOCRINOLOGY
Patient presents with nausea and vomiting,CARDIOLOGY
"I feel feverish Also, i have a dry cough Furthermore, i have fatigue Also, my body feels weak Plus, my head hurts Plus, the room feels like it is spinning On top of that, my whole body aches Plus, my abdomen hurts Also, i am feeling sick to my stomach On top of that, i vomited multiple times",GENERAL MEDICINE
"Emergency presentation: back pain decreased po intake r ear pain, vitals show heart rate 123 bpm",ENDOCRINOLOGY
"Emergency presentation: headache sah transfer, vitals show severe pain score 7 out of 10",CARDIOLOGY
"I was diagnosed with PCOS On top of that, my menstrual cycle is irregular I also experience i am having pregnancy complications Plus, i have problems during menstruation Plus, i feel slight cramps during my period I also experience i have menorrhagia Additionally, my periods are barely there Also, i have a delayed period Plus, i missed my period Additionally, my vaginal area is very itchy On top of that, i experience vaginal dryness Furthermore, my acne is hormone-related I also experience i feel pain in my lower abdomen",GYNECOLOGY & OBSTETRICS
"Patient with chief complaint of facial numbness, assessed for essential primary hypertension",CARDIOLOGY
Patient presents with right leg pain weakness,CARDIOLOGY
"Emergency presentation: coffee ground emesis, vitals show elevated temperature 100.1F, heart rate 128 bpm",NEPHROLOGY
"Patient with chief complaint of head injury neck pain status post fall, assessed for cervicalgia",ORTHOPEDICS
"I am running a fever On top of that, i keep coughing Plus, i feel weak and tired On top of that, i feel drained and weak Plus, i have persistent head pain Additionally, i am experiencing dizziness Furthermore, i feel achy all over Also, i have abdominal cramps I also experience i have nausea Also, i have been throwing up",GENERAL MEDICINE
"Patient with chief complaint of shortness of breath abnl labs, assessed for diabetes uncompl adult",ENDOCRINOLOGY
"my baby has a fever Plus, my baby is coughing On top of that, my child has cold symptoms On top of that, my infant has throat pain Also, my child is struggling to breathe I also experience my child has been throwing up Additionally, my baby has stomach pain Also, my baby's skin is irritated Additionally, my child is having convulsions Also, my baby has poor appetite Additionally, my infant cries uncontrollably I also experience my child is lethargic Plus, my baby has lost appetite Furthermore, my infant is too small Furthermore, my baby has delayed growth On top of that, my baby is developing slowly Additionally, my child is pulling at their ear Plus, my baby has yellow skin I also experience my child is not drinking enough fluids Additionally, my infant has wheezing",PEDIATRICS
"I have cysts on my ovaries On top of that, my periods are not regular Furthermore, i am having pregnancy complications I also experience i have menstrual problems I also experience i have mild period pain I also experience i experience heavy menstrual bleeding Also, my periods are barely there Plus, my menstruation is overdue On top of that, my period did not come this month On top of that, my vaginal area is very itchy I also experience my vaginal area lacks moisture Plus, i have hormonal acne I also experience my lower belly hurts",GYNECOLOGY & OBSTETRICS
"the room feels like it is spinning Plus, i have nausea I also experience i have pressure in my chest Additionally, i am short of breath Plus, my heart is beating fast I also experience my heartbeat is irregular I also experience i have hypertension Furthermore, i feel like I am going to pass out Also, my heart rate is elevated On top of that, i have a slow pulse rate I also experience i am incredibly tired On top of that, my legs feel heavy and swollen Additionally, i have pressure and tightness in my chest Additionally, i have swollen ankles Furthermore, i am sweating excessively I also experience i have upper back pain",CARDIOLOGY
"Patient with chief complaint of rectal pain, assessed for hypertension nos",CARDIOLOGY
"I have upper back pain Additionally, parts of my body feel numb Also, i struggle to walk On top of that, my joints hurt Also, i have neck pain Furthermore, my knee hurts On top of that, i feel pain in my shoulder Plus, my hip hurts Additionally, i have bone pain I also experience my muscles ache I also experience i have inflamed swollen joints I also experience my joints are stiff Furthermore, my movement is limited I also experience i fractured a bone Plus, i have progressive muscle weakness Also, i have persistent tingling Plus, i have pain in my heel Plus, i injured myself during exercise",ORTHOPEDICS
"I have migraine-like headaches Also, i feel unsteady and dizzy Additionally, i have had seizures Also, i have numbness Furthermore, i feel tingling in my hands I also experience my muscles feel weak Plus, i have a tremor in my hands Furthermore, i keep forgetting things Additionally, i cannot think clearly Plus, i feel unsteady Also, i struggle to walk I also experience i cannot speak clearly Plus, i have facial paralysis Plus, i was unconscious for a period Furthermore, i experience shooting nerve pain I also experience i have rigid muscles I also experience i cannot coordinate my movements well I also experience i wake up frequently at night",NEUROLOGY
"I have a high temperature Furthermore, i have a dry cough Furthermore, i feel exhausted Plus, my body feels weak Furthermore, i have been having headaches Also, i feel lightheaded On top of that, i have body pain I also experience i have stomach pain Plus, i have nausea Also, i have been vomiting",GENERAL MEDICINE
"my baby has a fever I also experience my baby has a persistent cough Also, my baby has a cold Additionally, my baby has a sore throat Also, my infant has breathing problems Plus, my baby cannot keep milk down On top of that, my child is crying from stomach pain Plus, my baby has a skin rash Also, my baby had a seizure episode Plus, my baby is not feeding well On top of that, my child cries all the time Also, my infant appears weak and floppy I also experience my baby has lost appetite Additionally, my baby is underweight I also experience my infant has growth issues Additionally, my baby has developmental delays Plus, my child is pulling at their ear Additionally, my infant has jaundice Plus, my baby has dry mouth and no tears I also experience my baby is wheezing",PEDIATRICS
"I feel persistent sadness, hopelessness, lack of energy, and loss of interest in everything.",PSYCHIATRY
"Sharp lower flank pain radiating to groin, pain during urination, and urge incontinence.",UROLOGY
"my infant is feverish On top of that, my infant is coughing a lot On top of that, my infant has a cold On top of that, my baby has a sore throat Also, my infant has breathing problems I also experience my child has been throwing up On top of that, my baby has stomach pain Plus, my baby's skin is irritated Also, my infant had a fit I also experience my child refuses to eat I also experience my baby cries excessively Plus, my baby has low energy Also, my baby refuses to eat I also experience my child is not gaining weight properly On top of that, my baby is smaller than expected I also experience my child is not meeting milestones On top of that, my baby has an ear infection Furthermore, my child looks jaundiced On top of that, my baby is dehydrated Additionally, my child has a wheezing sound when breathing",PEDIATRICS
"Emergency presentation: palpitations, vitals show heart rate 122 bpm",CARDIOLOGY
I am experiencing headache sah transfer,CARDIOLOGY
"Patient with chief complaint of left arm numbness left arm swelling, assessed for type 2 diabetes mellitus without complications",ENDOCRINOLOGY
"Patient with chief complaint of hypoglycemia, assessed for human immunodeficiency virus hiv disease",GENERAL MEDICINE
"Emergency presentation: suprapubic pain, vitals show tachypnea respiratory rate 22, severe pain score 8 out of 10",UROLOGY
"my back hurts On top of that, i feel numbness in my body On top of that, i struggle to walk On top of that, i have joint pain Also, i have a stiff neck Additionally, i feel pain in my knee Also, i have a frozen shoulder On top of that, i feel pain in my hip Additionally, my bones ache Also, my muscles ache Furthermore, i have inflamed swollen joints On top of that, my joints are stiff On top of that, i have limited range of motion Additionally, i have a stress fracture Additionally, i experience muscle fatigue and weakness Additionally, i feel tingling throughout my body Additionally, i have heel pain On top of that, i got injured while playing sports",ORTHOPEDICS
"Emergency presentation: dyspnea transfer, vitals show heart rate 125 bpm, tachypnea respiratory rate 22",CARDIOLOGY
"Patient with chief complaint of sdh sah, assessed for fall on stair step nec",ORTHOPEDICS
"my back hurts Furthermore, i have numbness Additionally, i have difficulty walking On top of that, i have joint pain Plus, my neck hurts Furthermore, i have difficulty with my knee Also, i have shoulder pain Plus, i have hip joint pain I also experience i have bone pain I also experience i have muscle cramps and pain Additionally, i have joint swelling Additionally, i have trouble moving my joints Plus, i have difficulty moving Also, i have a bone fracture Additionally, my muscles are getting weaker Also, i feel tingling throughout my body I also experience i have heel pain I also experience i have a sports injury",ORTHOPEDICS
"Patient with chief complaint of syncope transfer, assessed for syncope and collapse",CARDIOLOGY
"I feel dizzy Additionally, i feel queasy Furthermore, i have intermittent chest pain Also, i am short of breath On top of that, i feel my heart pounding Additionally, my pulse rate is inconsistent Also, i have hypertension Additionally, i fainted recently On top of that, my heart rate is elevated I also experience i have a slow heartbeat Furthermore, i can barely stay awake Also, my legs feel heavy and swollen Additionally, i feel chest tightness Furthermore, my ankles are puffy Plus, i have night sweats Also, i have lower back pain",CARDIOLOGY
"I have persistent head pain I also experience i feel lightheaded I also experience i have had seizures Plus, i feel tingling and numb Also, i experience tingling in my feet Plus, i have muscle weakness Additionally, my body shakes involuntarily I also experience i keep forgetting things Plus, i feel confused Additionally, i feel unsteady Additionally, i have trouble walking On top of that, i have trouble speaking Additionally, i have facial weakness Also, i was unconscious for a period Additionally, i have neuropathic pain On top of that, my muscles feel stiff On top of that, i cannot coordinate my movements well Furthermore, i have insomnia",NEUROLOGY
"I feel lightheaded Plus, i have nausea Additionally, i feel a sharp pain in my chest Additionally, i am short of breath Furthermore, i have irregular heartbeats I also experience i feel pulse irregularity On top of that, my blood pressure is elevated Plus, i have been fainting Furthermore, i have tachycardia Furthermore, i have a slow heartbeat Additionally, i am incredibly tired Also, my legs are swollen Plus, my chest feels constricted On top of that, my ankles feel swollen and painful Additionally, i am sweating excessively Additionally, i have upper back pain",CARDIOLOGY
"Patient with chief complaint of r rib pain, assessed for unspecified fall",ORTHOPEDICS
Patient presents with shortness of breath,CARDIOLOGY
"Emergency presentation: hematuria dysuria, vitals show elevated temperature 99.9F",GASTROENTEROLOGY
"Patient with chief complaint of dyspnea productive cough, assessed for acute kidney failure unspecified",NEPHROLOGY
"Patient with chief complaint of status post fall transfer, assessed for fall same lev from slip trip without strike against object init",ORTHOPEDICS
"my back is very sore Also, i have numbness Additionally, i have trouble walking Plus, i feel pain in my joints Additionally, i have a stiff neck Also, i have knee pain Also, i have a frozen shoulder Also, i have hip pain On top of that, i feel deep bone pain Also, my muscles are painful On top of that, my joints are swollen Furthermore, my joints are stiff Plus, i cannot move my joint fully Also, i have a bone fracture Additionally, my muscles are getting weaker Plus, i have a constant tingling sensation On top of that, my heel hurts when I walk I also experience i have a sprain from sports",ORTHOPEDICS
"Patient with chief complaint of wound evaluation, assessed for mech compl of infusion catheter initial encounter",ORTHOPEDICS
Patient presents with r rib pain,PULMONOLOGY
"Emergency presentation: abdominal pain, vitals show elevated temperature 99.8F, heart rate 106 bpm, severe pain score 8 out of 10",GENERAL MEDICINE
"I am running a fever Plus, i have been coughing for days Plus, i feel exhausted Additionally, i feel weak all over Additionally, i have persistent head pain Furthermore, i feel dizzy Plus, i have body pain I also experience my stomach is hurting Also, i feel queasy On top of that, i vomited multiple times",GENERAL MEDICINE
"my baby feels very hot Plus, my child has a cough I also experience my baby has a cold I also experience my child is complaining of throat pain Furthermore, my baby has breathing difficulty On top of that, my baby is vomiting On top of that, my baby has stomach pain Additionally, my baby's skin is irritated Plus, my baby had a seizure Also, my baby has poor appetite Additionally, my baby is inconsolable Also, my child is lethargic On top of that, my baby refuses to eat Plus, my baby is underweight On top of that, my baby is smaller than expected Plus, my child is not meeting milestones Plus, my baby has ear pain Additionally, my baby's skin is turning yellow Also, my baby has dry mouth and no tears I also experience my infant has wheezing",PEDIATRICS
"my infant is feverish Additionally, my child has a cough Additionally, my child has cold symptoms On top of that, my child is complaining of throat pain Additionally, my child is struggling to breathe Furthermore, my baby is vomiting Additionally, my baby has a stomach ache Plus, my infant has a red rash I also experience my child is having convulsions Also, my baby is not feeding well Additionally, my baby cries excessively Additionally, my baby seems weak Additionally, my baby has lost appetite On top of that, my baby is underweight Plus, my child is not growing properly Furthermore, my baby is developing slowly Furthermore, my baby has an ear infection I also experience my child looks jaundiced On top of that, my child is not drinking enough fluids Furthermore, my baby is wheezing",PEDIATRICS
"I have upper back pain Additionally, i have numbness Furthermore, i cannot walk properly Also, i feel pain in my joints On top of that, my neck is very painful On top of that, i feel pain in my knee Furthermore, my shoulder hurts Additionally, my hip hurts Plus, my bones ache Furthermore, my muscles are painful On top of that, i have inflamed swollen joints I also experience i feel stiff in my joints Additionally, my movement is limited Furthermore, my bone is broken I also experience my muscles are getting weaker Additionally, i have a constant tingling sensation Plus, i have pain in my heel Additionally, i injured myself during exercise",ORTHOPEDICS
"the room feels like it is spinning Plus, i have nausea I also experience my chest feels tight and painful Plus, i am short of breath Furthermore, i feel my heart racing Additionally, i have an irregular pulse Also, i have been diagnosed with high blood pressure Furthermore, i feel like I am going to pass out Additionally, my heart rate is elevated Plus, i have a slow heartbeat Also, i have debilitating fatigue Also, i have swelling in my legs On top of that, i have a tight feeling in my chest Plus, i have swollen ankles I also experience i am sweating excessively I also experience i have upper back pain",CARDIOLOGY
"Patient with chief complaint of bright red blood per rectum, assessed for hemorrhage of anus and rectum",NEUROLOGY
I am experiencing dizziness weakness,ENDOCRINOLOGY
"my child has a high temperature Plus, my child has a cough Also, my child has cold symptoms I also experience my child is complaining of throat pain Furthermore, my baby is short of breath Plus, my child has been throwing up I also experience my infant has abdominal pain Furthermore, my child has a rash on their body Plus, my infant had a fit Plus, my child refuses to eat Plus, my baby cries excessively Additionally, my baby seems weak Also, my baby refuses to eat Also, my child is not gaining weight properly Additionally, my baby has delayed growth Additionally, my child is not meeting milestones I also experience my baby has an ear infection I also experience my baby's skin is turning yellow Additionally, my baby is dehydrated Also, my child has a wheezing sound when breathing",PEDIATRICS
Patient presents with status post arrest,NEPHROLOGY
I am experiencing ich,NEUROLOGY
"I feel hot and feverish Additionally, i have a dry cough Additionally, i feel very tired Plus, i feel weak all over I also experience my head hurts Plus, i feel dizzy On top of that, i have generalized body pain Additionally, i have abdominal cramps Additionally, i feel like I might throw up Additionally, i have been throwing up",GENERAL MEDICINE
"Patient with chief complaint of resp arrest, assessed for respiratory failure",PULMONOLOGY
I am experiencing cough dyspnea,GENERAL MEDICINE
I am experiencing weakness atrial fibrillation transfer,CARDIOLOGY
"Patient with chief complaint of psychiatric hold altered mental status, assessed for long term current use of insulin",GENERAL MEDICINE
"Emergency presentation: diarrhea hypotension, vitals show elevated temperature 99.8F, severe pain score 7 out of 10",NEPHROLOGY
"Emergency presentation: abnormal labs, vitals show elevated temperature 100.0F, heart rate 103 bpm",GENERAL MEDICINE
"Patient with chief complaint of dyspnea transfer, assessed for unspecified atrial fibrillation",CARDIOLOGY
I am experiencing status post fall,CARDIOLOGY
"Patient with chief complaint of infection, assessed for fever unspecified",GENERAL MEDICINE
"Patient with chief complaint of dyspnea on exertion, assessed for congestive heart failure unspec",CARDIOLOGY
"Patient with chief complaint of leg pain wound evaluation, assessed for oth surgical procedures cause abn react compl without misadvnt",GENERAL MEDICINE
"I have a fever On top of that, i have been coughing for days I also experience i feel weak and tired Also, my body feels weak On top of that, i have migraine-like headaches Additionally, i am experiencing dizziness Also, i have body pain Plus, i have stomach pain Additionally, i have nausea I also experience i am throwing up",GENERAL MEDICINE
"I feel feverish Furthermore, i have been coughing for days On top of that, i feel very tired Additionally, i feel physically weak On top of that, i have migraine-like headaches I also experience the room feels like it is spinning I also experience my whole body aches Also, i have lower abdominal pain I also experience i feel like I might throw up Plus, i vomited multiple times",GENERAL MEDICINE
"Patient with chief complaint of allergic reaction, assessed for hypertension nos",CARDIOLOGY
Patient presents with transfer dyspnea,PULMONOLOGY
I am experiencing lethargy shortness of breath,PULMONOLOGY
"I have lower back pain Plus, i feel numbness in my body Additionally, i have difficulty walking Additionally, i feel pain in my joints Also, my neck is very painful Additionally, i feel pain in my knee Plus, my shoulder is very sore Plus, my hip is stiff and painful Furthermore, i have persistent bone pain I also experience i have muscle pain Also, my joints are swollen Furthermore, my joints feel rigid I also experience i have limited range of motion Additionally, i have a bone fracture On top of that, my muscle strength is declining I also experience i have persistent tingling Furthermore, i have plantar fasciitis-like heel pain Additionally, i injured myself during exercise",ORTHOPEDICS
"my baby feels very hot I also experience my child has a cough Also, my baby has a cold Additionally, my infant has throat pain Also, my baby has breathing difficulty On top of that, my baby is vomiting I also experience my child is crying from stomach pain On top of that, my child has a rash on their body Also, my baby had a seizure Plus, my child refuses to eat I also experience my baby cries excessively On top of that, my infant appears weak and floppy Plus, my baby has lost appetite I also experience my baby is underweight Also, my baby has delayed growth On top of that, my baby is developing slowly Also, my baby has ear pain On top of that, my baby has yellow skin I also experience my child is not drinking enough fluids Additionally, my baby wheezes when breathing",PEDIATRICS
"I have a throbbing headache On top of that, i am experiencing dizziness Plus, i had a seizure episode Also, parts of my body feel numb Additionally, i experience tingling in my feet I also experience my muscles feel like they are failing Also, i have tremors Furthermore, i have memory loss On top of that, i cannot think clearly Plus, i feel like I might fall I also experience i have difficulty walking Additionally, i cannot speak clearly I also experience my face droops Also, i was unconscious for a period I also experience i experience shooting nerve pain On top of that, my muscles feel stiff Plus, i feel uncoordinated Additionally, i wake up frequently at night",NEUROLOGY
I am experiencing dehydration fatigue,ENDOCRINOLOGY
"Patient with chief complaint of sdh sah, assessed for traum subarachnoid hem",ORTHOPEDICS
"Patient with chief complaint of b leg swelling, assessed for type 2 diabetes mellitus w diabetic chronic kidney disease",NEPHROLOGY
"I have PCOS Additionally, i have irregular periods Additionally, i am experiencing issues during pregnancy Furthermore, i experience menstrual difficulties Furthermore, my period pain is mild I also experience i have menorrhagia Plus, my periods are barely there Furthermore, my period has been delayed I also experience my period did not come this month Furthermore, i feel itchy down there Also, i have vaginal dryness Additionally, i have persistent acne from hormonal imbalance Furthermore, i have pain in my lower stomach area",GYNECOLOGY & OBSTETRICS
"I have a severe headache Additionally, i have vertigo-like dizziness Furthermore, i have had seizures Furthermore, i feel tingling and numb Additionally, i feel tingling in my hands Plus, i cannot move my muscles properly On top of that, my hands are shaking I also experience i have memory loss Additionally, i feel confused I also experience i have poor balance and coordination Additionally, i walk with difficulty On top of that, i have trouble speaking On top of that, i have facial paralysis I also experience i blacked out Furthermore, i have sharp nerve pain Additionally, i experience muscle rigidity I also experience i am clumsy Also, i have trouble falling asleep",NEUROLOGY
